,borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,website,borocd,councildist,latitude,longitude,precinct,object_id,location_point,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,notes,ct2010,bbl,bin
212,Manhattan,East Village,1st Ave and 1st St,First Avenue between Houston and First Street (West Side),NYC Compost Project Hosted by LES Ecology Center,Year Round,Mondays (Start Time: 9:00 AM - End Time:  2:00 PM),https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,2,40.723183,-73.988622,9,3586,"{'type': 'Point', 'coordinates': [-73.988622, 40.723183]}",4.0,50.0,5.0,11724.0,70.0,"Not accepted: meat, bones, or dairy",,,
213,Queens,Astoria (East)-Woodside (North),Astoria Pug: Steinway,"38-12 30th Ave, Queens, NY 11103",Astoria Pug,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  3:00 PM),https://www.instagram.com/astoriapug/?hl=en,401,22,40.764056,-73.915722,114,3354,"{'type': 'Point', 'coordinates': [-73.915722, 40.764056]}",3.0,4.0,72.0,16860.0,39.0,"Not accepted: meat, bones, or dairy",,,
214,Bronx,Soundview-Clason Point,NE Corner of Taylor Avenue & Lafayette Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,209,18,,,43,3718,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
215,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Carroll Gardens Greenmarket,Smith St and 1st Pl,GrowNYC,Year Round,Sundays (Start Time: 8:00 AM - End Time:  12:00 PM),grownyc.org/compost,306,39,40.679954,-73.99517,76,3617,"{'type': 'Point', 'coordinates': [-73.99517, 40.679954]}",2.0,27.0,48.0,13514.0,14.0,"Not accepted: meat, bones, or dairy",77.0,,
216,Brooklyn,Crown Heights (North),NE Corner of Kingston Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,35,,,77,3503,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
217,Bronx,University Heights (North)-Fordham,SW Corner of E 193 Street & Grand Concourse,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,207,14,,,52,3765,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
218,Manhattan,Lower East Side,Corlears Hook Park,"397 FDR Dr, New York, NY 10002 (Southeast corner of Cherry Street and Jackson Street)",NYC Compost Project Hosted by LES Ecology Center,Year Round,Thursdays (Start Time: 9:00 AM - End Time:  2:00 PM),https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,40.712164,-73.980547,7,3288,"{'type': 'Point', 'coordinates': [-73.980547, 40.712164]}",4.0,50.0,4.0,11723.0,70.0,"Not accepted: meat, bones, or dairy",,,
219,Brooklyn,Bushwick (East),NW Corner of Central Avenue & Linden Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3649,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
220,Queens,Astoria (Central),Astoria Pug: Most Precious Blood,"32-23 36th St, Queens, NY 11106 (inside parking lot)",Astoria Pug,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),https://www.instagram.com/astoriapug/?hl=en,401,22,40.75914,-73.92146,114,3305,"{'type': 'Point', 'coordinates': [-73.92146, 40.75914]}",3.0,4.0,72.0,16860.0,39.0,"Not accepted: meat, bones, or dairy",,,
221,Queens,Queensbridge-Ravenswood-Dutch Kills,SE Corner of 35 Avenue & 21 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,26,,,114,3366,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
222,Queens,Astoria (Central),NW Corner of 30th Dr and Crescent St,"On Crescent St, 30 ft from NW Corner of 30th Dr and Crescent St",Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,40.76701706,-73.92599747,114,3316,"{'type': 'Point', 'coordinates': [-73.92599747, 40.76701706]}",3.0,4.0,72.0,16859.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
223,Queens,Astoria (East)-Woodside (North),Astoria Pug: Newtown,"30-36 41st Street, Astoria, NY",Astoria Pug,Year Round,Fridays (Start Time: 11:00 AM - End Time:  4:30 PM),https://www.instagram.com/astoriapug/?hl=en,401,22,40.762667,-73.915111,114,3353,"{'type': 'Point', 'coordinates': [-73.915111, 40.762667]}",3.0,4.0,72.0,16860.0,39.0,"Not accepted: meat, bones, or dairy",149.0,4006810001.0,4011271.0
224,Queens,Astoria (Central),N/W Corner of 31 Ave and 29 St,N/W Corner of 31 Ave and 29 St,Department of Sanitation,Year Round,24/7,www.smartcompost.nyc,401,22,40.76527,-73.92513,114,3295,"{'type': 'Point', 'coordinates': [-73.92513, 40.76527]}",3.0,4.0,72.0,16859.0,39.0,"Need key to access bin: sign-up at www.smartcompost.nyc/sign-up. Accepts all food scraps, inlcuding meat and dairy. Do not leave food scraps outside of bin!",,,
225,Brooklyn,Bushwick (West),NW Corner of Central Avenue & Troutman Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,34,,,83,3630,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
226,Bronx,University Heights (South)-Morris Heights,SE Corner of W Tremont Avenue & University Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,205,14,,,46,3746,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
227,Manhattan,East Harlem (South),NW Corner of East 106th Street & Park Avenue,NW East 106th Street & Park Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,8,40.79314192,-73.94825712,23,3449,"{'type': 'Point', 'coordinates': [-73.94825712, 40.79314192]}",4.0,35.0,14.0,12426.0,7.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
228,Queens,Astoria (Central),25-35 31 Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,,,114,3327,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
229,Queens,Elmhurst,St. James Compost,"86-02 Broadway, Elmhurst, NY 11373",Volunteers at St. James Compost,Year Round,Every day (Start Time: 9:00 AM - End Time:  6:00 PM),https://www.instagram.com/stjamescompost/,404,25,40.73833,-73.87775,110,3385,"{'type': 'Point', 'coordinates': [-73.87775, 40.73833]}",3.0,5.0,68.0,14784.0,66.0,"Not accepted: meat, bones, or dairy",,,
230,Brooklyn,Bushwick (East),Irving Avenue & Schaefer Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3669,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
231,Staten Island,St. George-New Brighton,NE Corner of Richmond Terrace & Ferry Terminal Viaduct,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,501,49,,,120,3829,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
232,Bronx,Soundview-Bruckner-Bronx River,SW Corner of Beach Avenue & E 172 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,209,18,,,43,3713,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
233,Manhattan,Financial District-Battery Park City,SmartComposting: Rector & Washington Streets,Rector and Washington Streets (Southeast corner),Alliance for Downtown New York,Year Round,24/7,https://downtownny.com/compost/,101,1,40.70807,-74.01437,1,3273,"{'type': 'Point', 'coordinates': [-74.01437, 40.70807]}",4.0,32.0,1.0,11727.0,56.0,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",,,
234,Brooklyn,Gravesend (South),Avenue X at West Street,"SW corner of Avenue X and West Street, in front of Rite Aide, across from P.S.216",NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  2:00 PM),https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,315,47,40.590444,-73.970333,61,3801,"{'type': 'Point', 'coordinates': [-73.970333, 40.590444]}",2.0,45.0,36.0,18183.0,32.0,"Not accepted: meat, bones, or dairy",,,
235,Brooklyn,Bedford-Stuyvesant (East),NE Corner of Lewis Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,81,3471,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
236,Queens,Old Astoria-Hallets Point,SW Corner of 31st Ave & 23rd St,25' from SW Corner of 31st Ave & 23rd St [on 23rd St],Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,40.76668263,-73.92875042,114,3339,"{'type': 'Point', 'coordinates': [-73.92875042, 40.76668263]}",3.0,4.0,72.0,16859.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
237,Bronx,Morrisania,Montefiore,871 Prospect Ave,GrowNYC,Year Round,Fridays (Start Time: 11:00 AM - End Time:  2:00 PM),grownyc.org/compost,203,17,40.820667,-73.901845,42,3708,"{'type': 'Point', 'coordinates': [-73.901845, 40.820667]}",5.0,43.0,25.0,10937.0,34.0,"Not accepted: meat, bones, or dairy",133.0,2026770090.0,2005014.0
238,Bronx,Norwood,Keepers House Edible Garden,3400 Reservoir Oval East,Friends of Mosholu Parkland,Year Round,Every day (Start Time: 9:00 AM - End Time:  8:00 PM),www.mpcbronx.org,207,11,40.87896,-73.87585,52,3769,"{'type': 'Point', 'coordinates': [-73.87585, 40.87896]}",5.0,40.0,34.0,11605.0,24.0,"Not accepted: meat, bones, or dairy",423.0,2033430185.0,2018218.0
239,Bronx,Parkchester,Parkchester,Westchester Ave and White Plains Rd.,GrowNYC,Year Round,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),grownyc.org/compost,209,18,40.83343,-73.861655,43,3714,"{'type': 'Point', 'coordinates': [-73.861655, 40.83343]}",5.0,31.0,26.0,11610.0,58.0,"Not accepted: meat, bones, or dairy",72.0,,
240,Brooklyn,Crown Heights (North),Albany Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,35,,,77,3499,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
241,Manhattan,Manhattanville-West Harlem,NE Corner of Amsterdam Avenue & W 133 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,109,7,,,26,3605,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
242,Bronx,Fordham Heights,SE Corner of Marion Avenue & East 187th Street,SE Marion Avenue & East 187th Street,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,205,15,40.85928459,-73.89476415,46,3737,"{'type': 'Point', 'coordinates': [-73.89476415, 40.85928459]}",5.0,22.0,29.0,10936.0,6.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
243,Manhattan,Morningside Heights,SW Corner of W 112 Street & Broadway,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,109,7,,,26,3598,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
244,Staten Island,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,Grace Foundation,460w Brielle Avenue,Grace Foundation,Year Round,Mondays (Start Time: 9:00 AM - End Time:  12:00 PM),graceofny.org,502,50,40.592723,-74.135113,122,3840,"{'type': 'Point', 'coordinates': [-74.135113, 40.592723]}",1.0,14.0,76.0,10700.0,30.0,"Not accepted: meat, bones, or dairy",181.0,5009550100.0,5000000.0
245,Manhattan,Washington Heights (South),NE Corner of Amsterdam Avenue & West 155th Street,NE Amsterdam Avenue & West 155th Street,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,112,10,40.83161372,-73.94291718,33,3576,"{'type': 'Point', 'coordinates': [-73.94291718, 40.83161372]}",4.0,23.0,21.0,13090.0,47.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
246,Brooklyn,Crown Heights (North),Imani Community Garden,"87-91 Schenectady Ave, Brooklyn, NY 11213",Imani Community Garden,Year Round,Wednesdays and Saturdays (Start Time: Saturdays 11:00AM; Wednesdays 8:00AM - End Time:  Saturdays 1:00PM; Wednesdays 10:00AM),https://www.facebook.com/Imani-Garden-168006109999475/,308,36,40.67623,-73.93295,77,3482,"{'type': 'Point', 'coordinates': [-73.93295, 40.67623]}",2.0,49.0,49.0,17615.0,16.0,"Not accepted: meat, bones, or dairy",,,
247,Brooklyn,Bushwick (West),SW Corner of St . Nicholas Avenue & Willoughby Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,34,,,83,3637,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
248,Queens,Astoria (Central),SE Corner of 31st Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,,,114,3334,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
249,Brooklyn,Bedford-Stuyvesant (West),SE Corner of Bedford Avenue & Willoughby Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,33,,,79,3531,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
250,Queens,Astoria (Central),"S/E Corner of 31 Ave & 36 St, on 31 Ave","S/E Corner of 31 Ave & 36 St, on 31 Ave",Department of Sanitation,Year Round,24/9,www.smartcompost.nyc,401,22,40.762505,-73.919739,114,3301,"{'type': 'Point', 'coordinates': [-73.919739, 40.762505]}",3.0,4.0,72.0,16863.0,39.0,"Need key to access bin: sign-up at www.smartcompost.nyc/sign-up. Accepts all food scraps, inlcuding meat and dairy. Do not leave food scraps outside of bin!",,,
251,Manhattan,East Harlem (North),NW Corner of East 109th Street & 2nd Avenue,NW East 109th Street & 2nd Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,8,40.79274417,-73.9411439,23,3444,"{'type': 'Point', 'coordinates': [-73.9411439, 40.79274417]}",4.0,35.0,14.0,12426.0,7.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
252,Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,Governors Island Soissons Ferry Landing,Adjacent to Soissons Landing and Taco Vista,NYC Compost Project Hosted by Earth Matter NY,Year Round,Whenever the Island is open to the public  (check ferry schedule) (Start Time: Check ferry schedule - End Time:  Check ferry schedule),www.earthmatter.org,101,1,40.69281,-74.0148306,1,3284,"{'type': 'Point', 'coordinates': [-74.0148306, 40.69281]}",4.0,32.0,1.0,11725.0,56.0,,,,
253,Queens,Astoria (Central),East Side of 32nd St between 31st Ave and 30th Ave,E/S of 32nd St b/t 31st Ave and 30th Ave,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,40.76580073,-73.92117787,114,3312,"{'type': 'Point', 'coordinates': [-73.92117787, 40.76580073]}",3.0,4.0,72.0,16859.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
254,Manhattan,Hell's Kitchen,Hudson River Park Pier 96 Boathouse at W 55 St,Park Pier 96 Boathouse at W 55 St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,6,40.771,-73.995372,18,3544,"{'type': 'Point', 'coordinates': [-73.995372, 40.771]}",4.0,10.0,10.0,12081.0,12.0,"Not accepted: meat, bones, or dairy",,,
255,Manhattan,East Harlem (North),Carver Community Garden,242 East 124th,Carver Community Garden,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  1:00 PM),,111,8,40.802223,-73.934723,25,3430,"{'type': 'Point', 'coordinates': [-73.934723, 40.802223]}",4.0,35.0,16.0,13093.0,7.0,"Not accepted: meat, bones, or dairy",194.0,1017880030.0,1000000.0
256,Manhattan,Harlem (South),SE Corner of West 118 Street & Lenox Avenue,SE West 118 Street & Lenox Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,40.80316815,-73.9487379,28,3417,"{'type': 'Point', 'coordinates': [-73.9487379, 40.80316815]}",4.0,36.0,18.0,12423.0,18.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
257,Queens,Astoria (Central),25-10 31 Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,,,114,3329,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
258,Manhattan,Harlem (North),SE Corner of W 136 Street & Edgecombe Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,,,32,3412,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
259,Brooklyn,Greenpoint,Transmitter Park Drop-Off,2 Greenpoint Ave and West Street,North Brooklyn Compost Project,Year Round,Sundays (Start Time: 11:30 AM - End Time:  1:00 PM),nbkcompost.org,301,33,40.7296982,-73.9601997,94,3676,"{'type': 'Point', 'coordinates': [-73.9601997, 40.7296982]}",2.0,38.0,57.0,18182.0,36.0,"Not accepted: meat, bones, or dairy",,,
